,Job Title,Job Description,Salary_min,Salary_max,Salary_mean,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
137,Data Scientist (remote),"Skylight is at the forefront of a civic movement to reinvent how the government serves the public in a digital world.We’re looking for a Data Scientist to join our talented team of technologists in driving this movement forward.You’ll be a key part of our small, but rapidly growing team, which consists of former Presidential Innovation Fellows, founders of 18F, and members of the U.S. Digital Service.We work in small, fast, agile teams to create exceptional customer experiences and enduring solutions out of the government’s most complex design and technology challenges. The work is challenging, but highly rewarding.RequirementsWhat you’ll do: Identify valuable data sources and automate collection processesUndertake preprocessing of structured and unstructured dataAnalyze large amounts of information to discover trends and patternsBuild predictive models and machine-learning algorithmsCombine models through ensemble modelingPresent information using data visualization techniquesPropose solutions and strategies to business challengesSelect and use the right tools, frameworks, languages, and technologies for the job, with a preference for open-source solutionsCollaborate with others as part of a cross-functional team that includes user experience researchers and designers, product managers, engineers, and other functional specialistsRepresent Skylight's culture of delivery when interacting with government stakeholders and other contractorsWhat we’re looking for: In-depth knowledge of computer science, statistics, and/or mathematicsExperience using advanced statistical and data-mining techniques such as regression, properties of distributions, and statistical testsExpertise in programming languages/frameworks such as Java/Scala, R, Python, and SQLExperience with distributed data/computing tools such as Spark, Hadoop, and HiveExperience using web services such as Redshift and S3Expertise in machine learning and deep-learning libraries such as Scikit-Learn, TensorFlow, Keras, PyTorch, and Apache Spark MLlibExperience using business intelligence tools such as Tableau, SAS, Microstrategy, and LookerExperience working with notebooks such as Jupyter, Zeppelin, and Databricks NotebookExperience visualizing/presenting data to stakeholders using tools such as Matplotlib, Seaborn, and D3Strong analytical and problem-solving skillsStrong business acumen and curiosityA drive to learn and master new technologies and techniquesAbility to select and use the right tools for the job, particularly open-source solutionsAbility to communicate clearly to technical and non-technical audiencesExperience working within a multidisciplinary, agile team formatA mindset and work approach that aligns with our core valuesAbility to travel from time to time (when it's safe)BenefitsWe focus on supporting you in a variety of ways:Competitive salaryMedical insurance, dental insurance, vision insuranceShort-term and long-term disability insuranceLife and AD&D insuranceDependent care FSA, healthcare FSA, health savings accountDollar-for-dollar 401(k) match up to 10% of your salaryPaid time off, including 15 accrued vacation days, 11 federal holidays, 5 floating holidays, and flexible sick leaveMinimum of 9 weeks paid time off for all eligible new birth, adoption, or foster parentsPerformance rewards, including annual salary increase, annual performance bonus, spot bonuses, and stock optionsBusiness development / sales bonusesReferral bonusesAnnual $2,000 allowance for professional developmentAnnual $750 allowance for tech-related purchasesAnnual swag budget of $100 to display your Skylight pride with some merchandise (hoodies, hats, and more)Dollar-for-dollar charity donation matching, up to $500 per yearAccess up to $1,000 before payday to cover emergency expensesRemote-friendly work environmentAn environment that empowers you to unleash your superpowers for public goodWe participate in E-Verify and upon hire, will provide the federal government with your Form I-9 information to confirm that you are authorized to work in the U.S.We're an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, national origin, ancestry, sex, sexual orientation, gender identity or expression, religion, age, pregnancy, disability, work-related injury, covered veteran status, political ideology, marital status, or any other factor that the law protects from employment discrimination.Job Type: Full-timePay: $160,000.00 - $220,000.00 per yearShow More  ",$160K ,$220K,-1,-1,Skylight,Remote,-1,-1,-1,-1,-1,-1
138,Data Scientist II,"Who we are:

As our co-founders transitioned from military to civilian life, they encountered barriers and inefficiencies navigating the most basic health and social services. Together, they set out to improve that experience for others. Recognizing that social care is essential for better health outcomes, they embarked on a mission to connect people to the care they need, when they need it, in communities across the country. Unite Us has developed an intuitive and seamless technology solution that goes beyond the traditional referral method. We work side-by-side with local organizations, and track data and outcomes to build coordinated care networks that support all aspects of community health. Unite Us is boldly changing the nation's care delivery system. If you want to do well and do good, join Unite Us– we can build healthier communities together.

Description:

Unite Us seeks an experienced, multi-faceted Data Scientist to be a part of our Insights team. Unite Us brings health care and social services together into a single, integrated network. We believe the network creates value beyond the sum of its parts, and our data science mission is to measure and enhance that impact. The ideal Data Scientist candidate will combine a thorough understanding of advanced statistical modeling, experimental design, and machine learning, along with the ability to interpret and effectively communicate findings to internal and external stakeholders. In this role, you will leverage experimental designs to test hypotheses related to the impact of social care, communicate those findings to internal and external stakeholders, and build production-ready predictive models as part of a larger portfolio of analytic products.

The Data Analytics team supports functions across Unite Us including Product, Engineering, Sales, Customer Success, Research & Evaluation, Payments and Marketing. Deliverables will be both client-facing and internal, and will range from client reporting, to impact analysis, to predictive modeling. The Data Scientist needs to be a strong team player, as well as influencer within the company and beyond. This position combines a unique blend of leadership and practical quantitative output. This is the opportunity of a lifetime for a person who loves numbers, has strong business acumen and communication skills, and is a passionate change-maker. Groups that are under-represented in quantitative STEM and data science are strongly encouraged to apply.

What You'll Do:


Leverage experimental designs and statistical modeling techniques to test hypotheses related to the ROI of social care investments using a wide variety of data sources.
Lead the design of experiments that generate novel data sources that further the overall mission of the company.
Work hand in hand with our Machine Learning Engineering team to build enterprise scale research database and ML pipeline.
Develop predictive analytics capabilities by identifying and leveraging both internal and external data sources and creating tools that support referral decision-making, understand person-level and community needs, and drive product innovation.
Transform data captured by our health systems partners to power the Unite Us platform by identifying key statistical insights.
Partner with Business Development, Product and Engineering to understand our partners and the health and social care data landscape.
This role provides a unique opportunity to be part of the founding team focused on data expansion across the country; helping health systems, health plans, life sciences companies and CBOs realize their SDOH data strategy.

What's Required:

5+ years experience with modern programming languages (Python, R, SQL) and tools/ libraries (lavaan, dplyr, glmer, data.table, pandas, scikit-learn, PyTorch, etc) used in data science and statistical modeling.
Robust understanding of statistical modeling techniques (SEM, Survival Analysis, Multilevel Modeling) and experimental design.
Robust understanding of the statistical foundations of machine learning.
Experience analyzing the validity and reliability of self-report assessments and surveys.
Experience scaling work from R&D to a production predictive pipeline built on a modern stack.
Experience with healthcare data and analytics is preferred.
You're a kind, passionate and collaborative problem-solver who seeks and gives candid feedback, and values the chance to make an important impact.
You love numbers, and have an orientation to find practical solutions to complex problems
You like to teach others, have strong communication skills and experience briefing leadership on outcomes and recommendations
You are flexible and excited to work in a fast-paced environment with evolving needs
You have a passion for working with data and understanding how it can be turned into products.
You have a ""get it done"" mentality, self-motivated and comfortable with ambiguity
You thrive in a cross-functional environment, and enjoy working collaboratively with a diverse team of individuals with different backgrounds and skill sets
You are a strong communicator with an ability to adapt communication style across stakeholders, both internal and external, with varying levels of seniority

Education and Experience:

5+ years of work experience in Analytics, Statistics and/or Data Science. Growth company experience is highly preferred.
Experience working with health data, or in a healthcare related field preferred.
Degree in quantitative field such as statistics, computer science, math, data science, or other quantitative scientific discipline. Masters degree required, PhD preferred.

Environmental Job Requirements & Working Conditions:

This position is remote, U.S. based, excluding Colorado
This position requires 10% travel

Unite Us is committed to building a diverse team and fostering an inclusive culture, and is proud to be an equal opportunity employer. We embrace and encourage our employees' differences in race, religion, color, national origin, gender, family status, sexual orientation, gender identity, gender expression, age, veteran status, disability, pregnancy, medical conditions, and other characteristics. If you require assistance in applying for open positions due to a disability please email us at peopleops@uniteus.com to request an accommodation.


#LI-REMOTEShow More  ",-1,-1,-1,4.2,"Unite Us
4.2",New York State,51 to 200 Employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,-1
139,Data Scientist (Remote),"Our Rebellion:

Rebellion Defense builds mission-focused AI products for the defense and security of the United States, the United Kingdom, and our allies. We are a well capitalized, venture-backed technology company that creates software which transforms data into decision advantage.

Our people are passionate about creating a company where technologists empower our military and civil servants to solve some of the hardest problems in government. Rebellion Defense is driven by our mission — but a set of core values binds us together: we hire by them, operate through them, and uphold them in every decision we make for ourselves and for our customers.
Your Rebel Team

Engineering:

The engineering team is focused on building products that apply artificial intelligence to analyze, secure, and deliver critical data to deter threats and drive mission success for our defense and national security customers.

How you'll make a difference in this role:

We are looking to add a Data Scientist to our team in Washington D.C., Seattle, WA, or Remote

As a Data Scientist, you will help to build the brain of our autonomous systems and platforms. You will be instrumental in the growth of Rebellion by using state-of-the-art technology and creating new techniques to deliver insights across all types of sensor data on air, land, and sea based vehicles

This role reports to an Engineering Manager

What your mission is:

Analyze and improve data ingestion for autonomous systems, identify opportunities for new data sources and metrics.
Identify areas of potential biases in data, and collaborate with the engineering team to build tools to mitigate these.
Build or incorporate models in focus areas such as object detection, semantic segmentation, and data generation (synthetic data, generative models) across multiple domains, incorporating the geospatial component where applicable.
Partner and build shared solutions with Geospatial team members and the broader AI/ML teams for cross-cutting capabilities.
Work on and with the product team to identify problem areas where AI/ML is a potential solution.

You may be fit for this role if your expertise aligns to:

Have experience in the autonomous vehicle industry, and/ or experience working on problems like computer vision and perception.
Have an advanced degree in a quantitative field (e.g. computer science, statistics/data science, physics, machine learning or math).
Demonstrate strong experience in Python or GoLang.
Understand and enjoy working with remote sensing technologies and spatial analysis to manipulate, extract, and analyze geospatial data from satellites and unmanned vehicles.
Are self-directed, detail-oriented, and enjoy figuring out the most important problem to work on.
Own problems end-to-end, and are willing to pick up whatever knowledge you're missing to get the job done.
Prioritize getting the system working, but know when it is right to take on technical debt.

The Nature of our Work:

We are driving fast change to an extremely regulated industry. Many of the national security programs that are supported by Rebellion's products operate in secure environments and access to those spaces and the data in them may require an active personnel security clearance. It is a requirement of this position that you are able to obtain and hold a personnel security clearance at the right level.

#LI-Remote
Our commitment to candidate experience:

We are a team of advocates for our candidates while building a fair and equitable process.
Our team empowers our candidates, business partners, and each other through transparency, honesty, and empathy.
We are committed to hiring a unique and diverse team with the shared vision that Rebellion is the go-to AI suite for national defense and security.

Our Interview Process:

To start, you'll have an initial 30 minute conversation with one of our amazing recruiters to learn more about you and your career goals.
Next, you'll dive deeper into your background and expertise with the Hiring Manager for 30-45 minutes
Lastly, you will have the opportunity to meet with members across our team for competency focused interviews covering both technical aspects of the role and our company culture.

What we offer you:

An opportunity to be a part of something bigger; a mission with real impact
A chance to be a part of a people-first team
Robust career growth and advancement opportunities
A comprehensive range of benefits that are fair, equitable, and competitive that include the following:
Company-paid, full coverage, inclusive health care (Medical, Dental Vision) for you and your family.
Flexible Paid Time Off
Annual Vacation Bonus
Generous Parental Leave
Stock option grants
Retirement & Savings Plan with company match

An Equal Opportunity Employer/Veterans/Disabled.

Rebellion Defense is an equal opportunity employer and makes employment decisions on the basis of merit and business needs. Rebellion Defense does not discriminate against applicants on the basis of race, color, religion, sex, sexual orientation, gender, gender identity, national origin, veteran status, disability, or any other protected characteristic in accordance with federal, state, and local law.

Federal Contractor Vaccine Mandate:

The US government has issued new federal vaccine guidance that federal government contractors must comply with. Rebellion Defense must follow this guidance, which requires that our US-based employees be vaccinated and show proof of vaccination by January 4, 2022. What does this mean for you as a potential candidate? It means that if you were to join Rebellion Defense as a U.S. employee, you would need to have received their final vaccination dose (the second dose of Pfizer or Moderna, or a single dose of Johnson & Johnson) by January 4, 2022 or by your hire date (whichever is later) to be eligible to start in the role. As a condition of employment, you would need to submit official COVID-19 vaccine documentation. Rebellion Defense will consider and review reasonable accommodation requests based on medical or religious grounds for qualified candidates. Please consider this new requirement when applying to Rebellion Defense.Show More  ",-1,-1,"$112,177 /yr (est.)",4.9,"Rebellion Defense
4.9","Washington, DC",51 to 200 Employees,2019,Company - Private,Enterprise Software & Network Solutions,Information Technology,-1
140,Data Scientist Job,"Primary location: Remote, Remote
Relocation offered: No
Employment status: Full-Time
Travel: 10%
Non-compete: No
Location: Work from home position located anywhere inside the continental United States
What does it mean to work at Armstrong?
It means being immersed in a supportive culture that recognizes you as a key player in Armstrong's future. We are a large company with a local feel, where you will get to know and collaborate with leadership and your colleagues across the company.
By joining us, you'll have the opportunity to make the most of your potential. Alongside a competitive remuneration package, you will receive:
A benefits package including: medical, dental, prescription drug, life insurance, 401k match, long-term disability coverage, vacation and sick time, product discount programs and many more.
Personal development to grow your career with us based on your strengths and interests.
A casual work environment where we have a recognition program for our team, and service awards. You will also be able to make the most of our fitness center and lunchtime cafe.
A working culture that balances individual achievement with teamwork and collaboration. We draw on each other's strengths and allow for different work styles to build engagement and satisfaction to deliver results.
As our Data Scientist, you will build AI/ML features into our core platform. E.g., ML-based scoring for lead quality, knowledge graphs of decision-makers, etc. as well as conceptualize, define, and oversee regular updates around key product metrics as the company’s challenges and data evolve. This cutting-edge platform is expected to be a game-changer and will enable long-term strategic advantages for the company.
What you’ll be doing:
Build AI/ML features into our core platform. E.g., ML-based scoring for lead quality, knowledge graphs of decision-makers, etc.
Conceptualize, define, and oversee regular updates around key product metrics as the company’s challenges and data evolve.
Execute descriptive analyses ranging from identifying data sources to integrate into the core platform, defining new AI/ML based product features, and more.
Cultivate strong collaborations with product, engineering, senior stakeholders.
Share your technical solutions and product ideas with the Armstrong team through design review, pair programming, code review and tech talk.
What will make you successful:
BS in Computer Science, Statistics or Applied Mathematics or equivelant years of experience
3+ years of experience in an analytical field
Confidence with analytical tools such as Excel, R, Python, Stata,or Matlab
Experience in statistical modeling and/or machine learning
Ability to translate data insights into product decisions
Enthusiasm for learning new things and going deep into detailed data analysis
Workflow flexibility and strong teamwork skills
Preferred Qualifications:
MS/PhD in Computer Science, Statistics, Applied Mathematics, or related areas
Experience with distributed systems such as Hadoop/MapReduce, Spark, streaming data processing, cloud architecture
Familiarity with SQL or other querying language
Experience with a programming language like Python, Java, C++
Ability to work with dashboarding and visualization software such as Tableau, D3, Mixpanel, Flurry or Google Analytics
Why should you join Armstrong World Industries?
Armstrong World Industries (AWI) is a leader in the design and manufacture of innovative commercial and residential ceiling, wall and suspension system solutions in the Americas. With approximately $1B in revenue, AWI has about 2,500 employees and a manufacturing network of twelve facilities.
At home, at work, in healthcare facilities, classrooms, stores, or restaurants, we offer interior solutions that help to enhance comfort, save time, improve building efficiency and overall performance, and create beautiful spaces.
For more than 150 years, we have built our business on trust and integrity. It set us apart then, and it sets us apart now, along with our ability to collaborate with and innovate for the people we're here to serve - our customers, our shareholders, our communities and our employees.
We are committed to developing new and sustainable ceiling solutions, with design and performance possibilities that make a positive difference in spaces where we live, work, learn, heal and play. It's an exciting, rewarding business to be in, and we're committed to continue to grow and prosper for the benefit of all of our stakeholders. We hope you join us.
Our Sustainability Ambition
""Bringing our Purpose to Life"" - lead a transformation in the design and building of spaces fit for today and tomorrow.
We are committed to:
Engaging a diverse, purpose-driven workforce;
Transforming buildings from structures that shelter into structures that serve and preserve the health and well-being of people and planet;
Pursuing sustainable, innovative solutions for spaces where we live, work, learn heal and play;
Being a catalyst for change with all of our stakeholders; and
Making a positive difference in the environments and communities we impact.
Armstrong is committed to engaging a diverse, purpose-driven workforce. As part of our dedication to diversity, AWI is committed to Equal Employment Opportunity and all qualified applicants receive consideration for employment without regard for race, sex, color, national origin, ethnicity, gender, protected veteran status, disability, sexual orientation, gender identity, or religion. We are also committed to providing reasonable accommodations for qualified individuals with disabilities and disabled veterans in our job application procedures. If you need assistance or an accommodation due to a disability, you may contact us at by email at AWI talent acquisition and let us know the nature of your request and your contact information. Requests for accommodation will be evaluated on a case-by-case basis. Please note that only inquiries concerning a request for reasonable accommodation will be responded to from this email address.
Come and build your future with us and apply today!Show More  ",-1,-1,-1,4.0,"Armstrong World Industries
4.0",Remote,1001 to 5000 Employees,1860,Company - Public,Industrial Manufacturing,Manufacturing,-1
141,Data Scientist,"About CreativeX:

CreativeX advances creative expression through the clarity of data. Our technology helps the world's largest brands make better, and more data-driven, creative decisions. We help them improve the way they use imagery and video to communicate with, and stand out to, their consumers. We've built award winning technology which is used globally and, after raising our Series A in 2019, we are growing rapidly and hiring ambitious and thoughtful people to join our team.

What you will do:

We're looking for someone to join our Strategy & Operations team as a Data Scientist, where you will be responsible for elevating analytics across the entire organization with a focus on research and business operations.

Immediate projects:

Lead joint research projects with platform partners (Facebook, Instagram, Google, etc.) that explore how certain creative elements can drive outperformance in digital advertising
Build and maintain Tableau dashboards; use cases include business optimization, customer health scoring, financial reporting and others
Assist in the development of product pricing
Analytically support commercial teams in consultative services for top clients
Conduct ""error rate"" analysis to understand the top contributors to labeling errors
Drive improvements in the performance of our production computer-vision models
Develop and execute a strategy for keeping our various technologies integrated (current tech stack includes Seamless.ai, Outreach.io, Salesforce, Hubspot, Tableau and PostgreSQL)

Required experience:

3-6 years of experience in an data-focused role
Proficient with database technologies and tools (SQL, R, Python, Stata, etc.)
Professional experience using statistical techniques, including multiple logistic regression, classification models and cluster analysis
Professional experience using BI tools (Tableau, Looker, Power BI, etc.)
Professional experience presenting data insights to key stakeholders

Who you are:

You embrace autonomy and the idea of owning projects ""cradle to grave"" - you come up with the idea, execute it, and report on it
You're comfortable working in a rapidly growing startup environment
You're comfortable communicating complex ideas (i.e. statistical techniques) to a non-technical audience
You're a self starter that will vocalize ideas and opinions even if they are not firmly within your role descriptionShow More  ",-1,-1,"$99,621 /yr (est.)",5.0,"CreativeX
5.0","New York, NY",Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable
142,Data Scientist,"Description/Job Summary
The Data Scientist will support the Firm's legal practices, Knowledge and other administrative departments in conducting deep data analysis, sourcing and structuring data, and developing data-driven solutions that add business value. The Data Scientist will work closely with others in the Data Analytics Group to create systematic solutions and conduct discrete analysis that help generate actionable insights and capitalize on the Firm's digital assets.
The Data Scientist's day-to-day work will include data extraction, data integration, feature engineering, model design and development, data visualization, solution deployment and points between. This position will require creative problem solving, analytical rigor, technical skill and an appreciation for the business and practice of law.
The Data Scientist will collaborate extensively across Firm functions (lawyers, IT, Finance, HR, Talent, etc.), requiring both good technical and interpersonal skills.
Responsibilities/Duties
Support legal teams and relevant operational staff in delivering on opportunities to use data to drive decision-making and improve the efficiency and effectiveness of the Firm's client representations
Collaborate with Firm functional departments (e.g., Finance, Talent, Business Development, IT) to analyze data and develop solutions to support operational objectives
Conduct advanced quantitative research, using machine learning and natural language processing techniques to understand the patterns in large volumes of data, identify relationships, detect data anomalies and classify data
Develop regression and classification models using established and emerging data science methodologies
Deploy and operationalize predictive models and integrate findings into business processes
Design and deploy highly visual reports and dashboards that surface quantitative insights in forms that are fit-for-purpose, modern and easily accessible
Partner with the Firm's Data Architect to refine data pipelines for recurring classes of analysis and data-driven solutions
Provide input and feedback regarding the Firm's taxonomies, metadata schemas, data collection methods and storage approaches
Handle projects on request under the direction of the CKIO, Director of Data Analytics and other executive staff
Required Skills
3+ years of overall experience; 1+ year in a data science role strongly preferred
Highly proficient with statistical software (e.g., Python, R) and database languages (e.g., SQL)
Experience developing and validating linear and non-linear regression and classification models
Experience using enterprise visualization tools, e.g. MS Power BI, Tableau
Experience with data engineering, data science and visualization libraries preferred (e.g., pandas, scikit-learn, TensorFlow, matplotlib, Snorkel, Seaborn)
Able to translate business problems to technical logic and practical solutions
Able to communicate complex results clearly to a non-technical audience
Proactively develops and maintains technical knowledge in emerging data science areas
Experience in the legal field is a significant plus

Familiarity with natural language processing and related libraries (e.g., Hugging Face, spaCy, NLTK, and CoreNLP) a plus
Required Education
A bachelor's degree required, preferably in mathematics, statistics, computer science, engineering, finance or a related field
Preferred Education
Master's degree in data science, computer science, statistics or engineering preferred
Prior coursework in machine learning, natural language processing or computational linguistics a significant plusShow More  ",-1,-1,"$102,101 /yr (est.)",4.2,"Simpson Thacher & Bartlett LLP
4.2","New York, NY",1001 to 5000 Employees,1884,Company - Private,Legal,Accounting & Legal,-1
143,Data Scientist,"This is a fully remote role
Ayasdi is breaking new ground in enterprise AI and is looking for data scientists to join our teams in UK or US (remote). We have a unique approach combining advanced unsupervised and supervised, and semi-supervised techniques to solve hard problems in Anti Money Laundering, Fraud, Trade Surveillance, and other FinCrime. You will learn and apply cutting-edge machine learning techniques developed by Ayasdi. Additionally, you will be contributing to the further advancement of Ayasdi technology through rigorous research and development. As part of a growing team, you will deploy our technology to help our customers solve their biggest and most impactful problems whether it be discovering the sinister Unknown Unknown’s evading their detection systems or reducing the False Positive rate of existing surveillance systems. We combine the rapid agility of a start-up with the financial backing of the world’s largest private AI fund (Symphony AI). At Ayasdi your contribution will make a difference to the world. Join us now.
Responsibilities:

Directly interact with data scientists in the Financial Services industry to understand and help solve their business problems.
Participate in POV with our clients to validate Ayadi technology.
Become a master user and advocate of Ayasdi’s product.
Evaluate the feasibility of the data science project proposed by customers.
Interact and collaborate with engineers and product managers, relaying feedback from customers to continually develop and improve our product.
Make research and development contributions to our core product offerings.
Collaborate on research machine learning white papers.
Continuously review latest scientific papers and contribute ideas for future R&D projects.
Build, evaluate and deploy machine learning models using Ayasdi Sensa platform.

Key Requirements:

Deep knowledge of the statistical and mathematical basis of machine learning algorithms.
Work experience in data analytics, statistical, and machine learning modeling.
High proficiency in Python, Pandas, Numpy, scikit-learn.
Experience in SQL, Tensorflow/Keras.
The capability to work independently in a fast-paced start-up environment
The ability to collaborate well with other data scientists and machine learning engineers.
Willingness to learn new technologies on the job.
The ability to clearly communicate complex results to technical and non-technical audiences.
Experience using Github.

Bonus Requirements:

Knowledge of Kubeflow, Dask, and Rapids.
Experience working within a FinTech industry.
Knowledge of Blockchain, DeFi, and DAGs.
Knowledge of Anti Money Laundering, Financial Fraud, and Trade Surveillance.
Knowledge of topological data analysis.
Experience with GANs, DRL, and DNNs.Show More  ",-1,-1,"$120,812 /yr (est.)",-1,Ayasdi,"Austin, TX",1 to 50 Employees,2008,Company - Private,Enterprise Software & Network Solutions,Information Technology,-1
144,Senior Data Scientist,"Overview

Abl believes every student deserves the opportunity to make informed and meaningful choices about their life and future. Unfortunately, many students aren't given the same opportunities due to systemic inequities. Abl offers advanced, data driven software and services to help K12 schools and districts identify and remove those inequities. We are currently doing this work with some of the largest districts in the country, such as Los Angeles Unified, New York Dept of Ed, Portland Public Schools, Denver Public Schools, and the state of Washington.

The Abl team is made up of veteran school leaders, district-level decision-makers, and teachers working together with veteran software engineers, designers, and data scientists.

We are looking for an experienced data scientist who will be a key innovator in leveraging data to provide robust recommendations and product features that positively impact students and teachers. Your contributions will have a meaningful impact on the lives of students across the country.

You're excited about this role because...
You will frame and develop impactful and statistically sound insights, metrics, reports, and recommendations to improve student outcomes and equity.
You'll take analyses and models from prototype to production using standard tools like SQL, Python/pandas, R/tidyverse, dbt, and Mode Analytics. These will power data visualizations in internal and customer-facing dashboards, real-time analysis and recommendations in our scheduling SaaS product, and presentations to stakeholders.
Your work will be supported by a data science platform that enables direct contribution to analytics and production data pipelines in SQL and Python.
You will report to the Head of Data Science and collaborate with our product and engineering teams as well as in-house experts in education.
We're excited about you because...
You're impact focused and autonomous: You excel at framing the larger question and identifying areas where data science can provide added value.
You can span the data science stack: You've done extensive analysis and modeling in a data-centric environment using Python/pandas or R/tidyverse, SQL and ETL pipelines, and you have experience taking these to production with the help of data platform tools.
You're a steward of rigorous and responsible statistics: You have deep statistical intuition and experience developing high-impact models that impact individuals. You're comfortable interpreting and applying academic research.
You value strong communication: You enjoy and excel at communicating complex findings in a simple, approachable way for technical and non-technical audiences alike. You effectively communicate your opinions to peers with expertise, humility, and kindness.
You have a growth mindset: You welcome feedback and new ideas and cultivate a collaborative environment.


Company Culture

Abl employees share a passion for revolutionizing education through school design, whether or not they have prior experience working in the field. We value diversity of background and thought. We strive to create a safe and supportive environment where trust, communication, creativity, and humility are valued as highly as technical skills. We believe shared ownership builds a more resilient company, and we tackle hard problems, together. If that sounds like your dream work environment, we look forward to hearing from you.

A Note to Candidates

Studies have shown that women, people of color, and folks from other groups underrepresented in technology are less likely to apply for jobs unless they believe they check all the boxes in a job description. We are most interested in finding the best candidate for the job, and that candidate may be one who comes from a less traditional background. If you think you're a good fit, we encourage you to apply, even if you don't meet every one of our qualifications.Show More  ",-1,-1,-1,5.0,"Abl Schools
5.0",California,1 to 50 Employees,2015,Company - Private,K-12 Education,Education,-1
145,Data Scientist - Cybersecurity,"Job DescriptionDescription: Requirements * Experience in writing complex SQL queries involving various joins, aggregation functions, sub queries, and update/alter tables and creating volatile tables.Experience in data wrangling using programming such as R/PythonKnowledge of using the big data environment/parallel processing such as SparkFamiliarity with visualization software such as TableauExcellent interpersonal and communication skills to present analytics effectively to the leadership, team members and customersDesired Qualifications4+ years of experience in a technical professional environmentAdvanced degree (MS or PhD) in a quantitative field including but not limited to statistics, computer science/data mining, operations research, or mathematicsExperience in working in a cloud environment such as Azure or AWSExperience in applying statistical and machine learning techniques to real-world problemsExperience in working with web logs and clickstream dataFamiliarity with the airline/travel industryJob Types: Full-time, ContractPay: $60.00 - $70.00 per hourBenefits:Dental insuranceHealth insuranceVision insuranceSchedule:8 hour shiftMonday to FridayCOVID-19 considerations:Covid-19 vaccination requiredEducation:Bachelor's (Required)Experience:SQL: 2 years (Required)Mosaic A Plus: 1 year (Preferred)Python: 1 year (Preferred)Work Location: One locationShow More  ",$60.00 /hr,$70.00,-1,4.2,"Archon Resources
4.2","Fort Worth, TX",1 to 50 Employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable
146,Data Scientist (#2223),"This role is with our Client, a Global Media/Entertainment Enterprise.Description: Team: Our team is responsible for worldwide linear and digital media distribution, design and development of all consumer-facing digital products, advertising technology, consumer data, and international broadcast operations. Our employees are leading, creating, and innovating, making bold moves in unexpected directions that redefine not just what a media company does, but what it can do. With The Walt Disney Company, you can be part of the media's evolution, helping us create what's next.The Company's relevance engine is going to be rolled out across several new use cases over the next few months. As such, we need an experienced machine learning expert to help build, validate, and deploy new models right away.One of the recommenders is also in need of additional support once it launches in September and another proprietary application will need to be loaded up with new and innovative models shortly after its recent launch.We really need someone who can jump in and contribute right away. In addition, because these models are iterative, we need someone who can be involved long term and build upon previous models.Basic Qualifications: 3+ years of work experience in data science, statistics, or predictive analyticsDeep knowledge of statistical principles and the underlying data assumptions on which they rely1+ year hands-on experience with at least 2 of the following: recommendation systems, deep learning, reinforcement learning, churn modeling, subscriber growth modeling, clustering/segmentation, etc.Understanding of software development lifecycleExperience working with Python and other data science toolsThe ability to effectively communicate technical ideas to both technical and non-technical audiencesFamiliarity with databases and data retrieval, including SQLHands-on experience with AWS or other similar cloud servicesA passion for data and technologyPreferred Qualifications: Previous experience in entertainmentKnowledge of the video streaming industryDemonstrated delivery of machine learning techniques in real-time applications Required EducationResponsibilities: Areas of responsibility may include, but are not limited to:Performing innovative research on content delivery optimizationTranslating business problems into an actionable data science projectPresenting analyses and models in a clear, easy to understand mannerDeveloping, deploying, and supporting ML/AI modelsBuilding reports and real-time dashboards for our stakeholdersDeveloping statistical experiments and analyzing the resultsProcess, cleanse, and verify the integrity of dataParticipating in data validation effortsData discovery and exploration tasksRequired Education: Master’s degree in a quantitative discipline (statistics, data science, mathematics, economics, etc.)Duration: 18 monthsNO H1-B sponsorship available for this role.H4, L2, TN Visas, EADs are OK.NO STEM-OPTs.No third party candidates.Only candidates who agree to work on apLumina's W2, need to apply.Job Types: Full-time, ContractBenefits:Health insuranceSchedule:Monday to FridayCOVID-19 considerations:work from homeWork Location: One locationShow More  ",-1,-1,"$75,644 /yr (est.)",-1,apLumina For Disney,"Glendale, CA",1 to 50 Employees,-1,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
